1	58	2
2	48	3
3	24	0
4	15	0
5	38	0
6	46	0
7	42	0
8	20	0
9	38	0
10	55	2
11	93	2
12	30	0
13	90	0
14	22	0
15	54	4
16	65	2
17	93	6
18	22	0
19	84	2
20	35	6
21	107	0
22	116	4
23	108	2
24	63	2
25	61	4
26	141	2
27	22	2
28	32	2
29	74	0
30	66	2
31	168	0
32	98	0
33	56	6
34	42	4
35	49	2
36	197	8
37	68	2
38	329	4
39	127	2
40	56	6
41	197	2
42	117	10
43	47	2
44	196	2
45	72	4
46	153	0
47	107	6
48	275	6
49	135	6
50	14	2
51	84	0
52	99	0
53	53	0
54	27	4
55	81	2
56	129	2
57	147	2
58	165	4
59	38	2
60	25	2
61	154	2
62	65	0
63	97	0
64	80	2
65	100	0
66	65	2
67	96	4
68	123	2
69	213	6
70	97	0
71	66	0
72	30	0
73	156	2
74	93	2
75	145	2
76	73	2
77	153	2
78	155	0
79	46	2
80	153	4
81	208	2
82	131	2
83	29	0
84	135	8
85	154	0
86	472	4
87	92	4
88	103	4
89	146	2
90	84	6
91	32	0
92	223	0
93	87	4
94	178	0
95	178	0
96	86	0
97	26	4
98	86	8
99	127	4
100	58	0
101	19	2
102	100	2
103	68	2
104	207	8
105	80	4
106	79	2
107	131	2
108	28	2
109	71	2
110	45	2
111	64	2
112	176	8
113	20	2
114	108	2
115	140	6
116	28	0
117	57	8
118	125	2
119	221	8
120	44	0
121	172	8
122	35	2
123	74	2
124	76	7
125	150	2
126	26	2
127	76	4
128	187	10
129	50	2
130	45	2
131	239	6
132	93	0
133	102	10
134	65	0
135	167	2
136	58	0
137	54	4
138	112	4
139	31	0
140	100	4
141	88	0
142	35	2
143	39	2
144	70	0
145	51	0
146	25	4
147	16	0
148	64	2
149	75	2
150	37	2
151	27	4
152	11	0
153	105	4
154	192	4
155	155	0
156	69	2
157	17	6
158	22	2
159	215	6
160	125	6
161	45	4
162	87	4
163	37	4
164	250	14
165	119	8
166	154	6
167	154	6
168	255	8
169	34	0
170	67	2
171	156	14
172	222	0
173	16	4
174	125	2
175	163	4
176	71	4
177	154	2
178	234	0
179	111	2
180	53	2
181	88	2
182	68	6
183	36	2
184	89	4
185	113	0
186	146	6
187	69	4
188	396	12
189	48	2
190	101	2
191	91	4
192	171	8
193	171	6
194	76	2
195	43	2
196	68	0
197	20	0
198	96	2
199	100	2
200	101	6
201	140	6
202	75	8
203	153	6
204	204	4
205	83	0
206	49	4
207	63	2
208	70	0
209	67	6
210	165	6
211	39	2
212	123	4
213	44	2
214	45	2
215	121	4
216	71	0
217	126	2
218	14	2
219	45	2
220	210	4
221	82	2
222	88	0
223	122	0
224	140	6
225	47	0
226	308	14
227	139	2
228	75	6
229	107	4
230	136	6
231	45	2
232	118	10
233	129	6
234	47	0
235	69	2
236	19	2
237	238	4
238	35	6
239	133	2
240	159	2
241	113	4
242	103	4
243	54	6
244	191	4
245	103	2
246	130	4
247	141	4
248	207	4
249	83	6
250	107	4
251	110	2
252	28	2
253	126	4
254	94	4
255	188	4
256	147	8
257	176	10
258	226	6
259	93	6
260	70	0
261	32	0
262	105	6
263	86	4
264	117	4
265	43	2
266	83	4
267	12	2
268	105	2
269	85	4
270	97	2
271	67	6
272	230	2
273	95	2
274	141	8
275	240	18
276	135	4
277	71	0
278	115	4
279	30	0
280	67	6
281	54	2
282	102	2
283	18	2
284	133	10
285	201	4
286	95	2
287	117	2
288	195	2
289	190	6
290	41	2
291	68	4
292	127	4
293	38	0
294	324	12
295	51	0
296	274	0
297	23	0
298	111	6
299	49	2
300	140	2
301	91	8
302	164	0
303	43	2
304	109	2
305	116	0
306	86	4
307	34	2
308	57	4
309	106	4
310	46	4
311	45	0
312	106	4
313	58	0
314	79	2
315	163	8
316	17	2
317	155	0
318	51	0
319	134	12
320	100	5
321	93	2
322	293	10
323	85	0
324	143	4
325	32	2
326	120	4
327	123	0
328	83	0
329	69	2
330	91	6
331	78	4
332	171	2
333	91	2
334	35	0
335	82	2
336	117	4
337	83	0
338	28	0
339	171	4
340	117	4
341	78	2
342	109	2
343	110	4
344	34	4
345	352	10
346	174	2
347	82	0
348	74	6
349	99	4
350	224	4
351	62	4
352	26	2
353	138	10
354	150	6
355	125	6
356	57	8
357	150	6
358	21	0
359	300	8
360	78	2
361	29	6
362	38	2
363	167	6
364	72	6
365	128	0
366	74	0
367	144	8
368	109	4
369	104	2
370	139	6
371	7	2
372	226	6
373	153	4
374	178	0
375	138	2
376	88	2
377	80	2
378	73	0
379	63	4
380	83	2
381	10	2
382	20	2
383	149	2
384	139	10
385	32	4
386	310	4
387	133	6
388	50	0
389	59	4
390	126	0
391	143	8
392	93	0
393	137	8
394	107	4
395	69	2
396	117	12
397	61	2
398	119	2
399	40	6
400	62	0
401	116	0
402	54	8
403	40	4
404	47	4
405	101	2
406	218	4
407	62	2
408	64	6
409	372	20
410	171	4
411	76	2
412	416	10
413	148	6
414	144	2
415	157	8
416	127	4
417	208	4
418	299	10
419	110	0
420	95	0
421	167	2
422	144	10
423	56	4
424	96	8
425	220	0
426	86	2
427	116	4
428	19	2
429	91	8
430	206	2
431	207	10
432	165	0
433	49	2
434	169	2
435	153	4
436	64	2
437	50	2
438	252	0
439	39	0
440	231	2
441	19	2
442	228	2
443	78	0
444	79	0
445	139	4
446	152	8
447	97	2
448	38	2
449	31	2
450	85	2
451	159	10
452	97	0
453	147	6
454	51	0
455	30	2
456	106	8
457	60	2
458	209	12
459	94	6
460	117	6
461	168	8
462	49	2
463	117	2
464	39	2
465	171	2
466	24	4
467	183	1
468	216	6
469	64	0
470	144	2
471	131	2
472	82	2
473	79	0
474	140	2
475	83	0
476	190	6
477	85	2
478	153	2
479	110	2
480	19	2
481	23	2
482	255	6
483	102	6
484	13	0
485	27	2
486	80	4
487	62	0
488	37	0
489	57	0
490	21	2
491	30	2
492	130	2
493	106	2
494	95	0
495	91	6
496	109	2
497	93	2
498	78	0
499	224	6
500	79	4
501	22	0
502	96	4
503	178	4
504	59	2
505	53	0
506	153	4
507	66	0
508	155	14
509	105	6
510	56	2
511	54	8
512	151	6
513	165	10
514	188	18
515	61	6
516	224	8
517	238	6
518	148	4
519	31	2
520	90	2
521	151	0
522	161	0
523	49	2
524	364	2
525	126	0
526	43	2
527	72	2
528	194	2
529	97	6
530	104	8
531	127	4
532	45	4
533	268	6
534	46	4
535	140	4
536	102	8
537	89	4
538	104	6
539	166	8
540	100	6
541	44	0
542	85	4
543	11	0
544	33	2
545	210	0
546	116	2
547	121	2
548	230	14
549	102	2
550	270	2
551	361	8
552	96	2
553	149	6
554	35	2
555	47	0
556	37	2
557	249	10
558	84	6
559	30	4
560	192	6
561	158	6
562	204	2
563	155	8
564	18	2
565	179	6
566	44	6
567	51	2
568	131	2
569	76	4
570	263	0
571	56	4
572	22	2
573	93	2
574	43	2
575	148	4
576	191	10
577	68	4
578	153	2
579	189	10
580	172	8
581	58	2
582	66	4
583	73	10
584	44	2
585	67	0
586	445	14
587	44	2
588	93	2
589	69	2
590	90	10
591	200	0
592	129	16
593	78	0
594	154	4
595	73	2
596	234	6
597	252	8
598	111	6
599	91	2
600	173	10
601	146	2
602	210	4
603	101	6
604	126	0
605	146	0
606	375	12
607	156	4
608	16	4
609	172	4
610	30	2
611	58	2
612	202	6
613	106	2
614	116	4
615	42	0
616	100	4
617	90	2
618	120	6
619	48	12
620	110	2
621	121	2
622	89	2
623	71	8
624	48	6
625	78	4
626	57	8
627	56	6
628	20	0
629	40	0
630	128	8
631	169	8
632	176	10
633	87	2
634	188	2
635	50	2
636	117	6
637	128	10
638	35	4
639	17	4
640	113	2
641	200	6
642	85	4
643	9	2
644	23	2
645	56	2
646	318	12
647	53	4
648	31	2
649	104	0
650	37	4
651	37	0
652	44	0
653	92	0
654	35	2
655	79	2
656	94	0
657	57	2
658	89	2
659	126	2
660	120	2
661	136	6
662	83	2
663	167	10
664	263	4
665	77	4
666	165	4
667	44	0
668	194	2
669	61	4
670	116	4
671	132	2
672	57	2
673	57	0
674	244	6
675	36	0
676	23	0
677	65	2
678	66	4
679	124	2
680	157	2
681	50	0
682	157	0
683	70	2
684	195	4
685	29	2
686	68	0
687	173	6
688	252	10
689	91	4
690	54	0
691	209	10
692	64	2
693	63	2
694	126	0
695	126	0
696	44	0
697	77	4
698	117	6
